"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters","MatchGUID"
"0027038MOR","41.785166","-88.440339","WGS84","Louise and Lee","based on collectors description","GeoLocate","191","3a653d69-5c96-4714-be3a-a24ec97cb44a"
"0027039MOR","41.817605","-88.234231","WGS84","Louise and Lee","based on collectors description","GeoLocate","208","339de886-66dd-416b-9099-bd0b19f00d18"
"0027040MOR","41.737364","-88.850705","WGS84","Louise and Lee","based on collectors description","GeoLocate","194","44b8b53e-00be-49ea-8228-1c26f704f9ea"
"0027041MOR","42.055523","-87.883571","WGS84","Louise and Lee","based on collectors desc. & 1/4 sec","GeoLocate","117","8d680732-76db-4ff3-954a-09ac68c31d3d"
"0027042MOR","41.792618","-86.72746","WGS84","Louise and Lee","based on collectors description","GeoLocate","188","ec0c925f-6897-4b7c-8ec4-1a321827ffeb"
"0027043MOR","41.158953","-87.529623","WGS84","Louise and Lee","based on collectors description","GeoLocate","189","75a3be5c-bd6b-4627-a0c5-748698d27829"
"0027044MOR","41.784526","-88.275268","WGS84","Louise and Lee","based on collectors description","GeoLocate","170","aecb3074-84a8-4073-9097-ec4ee8db18fe"
"0027045MOR","41.449208","-88.317322","WGS84","Louise and Lee","based on collectors description","GeoLocate","105","92767c8e-767e-4ab8-b373-40f0657d38f0"
"0027046MOR","41.783377","-86.717381","WGS84","Louise and Lee","based on collectors description","GeoLocate","195","eae61990-a85e-4133-bef6-1365c18472c0"
"0027047MOR","41.734442","-87.678307","WGS84","Louise and Lee","based on collectors description","GeoLocate","200","5d24dc2d-ffe8-42b6-a09f-c68a4bba8544"
"0027048MOR","41.978141","-87.851206","WGS84","Louise and Lee","based on collectors description","GeoLocate","263","2bd6d42d-bbc4-426c-a782-2d58732947cb"
"0027049MOR","41.693268","-86.320431","WGS84","Louise and Lee","based on collectors description","GeoLocate","178","364813b0-41ca-4e4c-a4ff-d42e38bfc629"
"0027050MOR","41.104862","-87.44667","WGS84","Louise and Lee","based on collectors description","GeoLocate","218","55d5c7a8-4c78-4e31-8aad-7b727b1f3008"
"0027051MOR","42.043367","-88.623583","WGS84","Louise and Lee","based on collectors description","GeoLocate","193","112f23de-45ff-446d-93d0-119bbdcb55b1"
"0027052MOR","41.665203","-87.896937","WGS84","Louise and Lee","based on collectors description","GeoLocate","132","ce59083e-1e9a-470f-bda1-17058d7d2a17"
"0027053MOR","42.267406","-88.924468","WGS84","Louise and Lee","based on collectors description","GeoLocate","194","4d421f8a-1cb6-414e-9298-750747e21f26"
"0027054MOR","41.835285","-86.62354","WGS84","Louise and Lee","based on collectors desc. & 1/2 sec left larger uncertainty because of area size","GeoLocate","404","77516dc9-1be8-468b-894d-9dffef3daaf7"
"0027055MOR","42.137531","-88.093994","WGS84","Louise and Lee","based on collectors description","GeoLocate","196","eaf02e8f-2da2-4ade-9bcc-6759a8bf412d"
"0027056MOR","41.506146","-87.6356","WGS84","Louise and Lee","based on collectors description","GeoLocate","1275","deb2eed5-2428-4c45-ac04-8599ebf1e4d3"
"0027057MOR","42.150283","-87.782283","WGS84","Louise and Lee","based on collectors description","GeoLocate","183","41ec5ea3-e21e-4f21-b19d-cf6dad1edd72"
"0027058MOR","41.635354","-87.550243","WGS84","Louise and Lee","based on collectors description","GeoLocate","186","7cccb1b9-8561-4da7-9c5b-848970ff3f74"
"0027059MOR","42.015523","-88.255071","WGS84","Louise and Lee","based on collectors description","GeoLocate","116","eb3bb912-e56c-4bbd-84e0-d9f9a7164e8c"
"0027060MOR","42.055523","-87.883571","WGS84","Louise and Lee","based on collectors desc. & 1/4 sec","GeoLocate","117","72003ff9-8077-48c8-a0d9-1c5c91c8ee4d"
"0027061MOR","41.562612","-87.590561","WGS84","Louise and Lee","based on collectors description","GeoLocate","194","8fba9991-6c3d-4f46-b8b5-bf919cf52a23"
"0027062MOR","41.983311","-87.755425","WGS84","Louise and Lee","based on collectors description","GeoLocate","192","9f9fbaae-d8d0-47ba-bbc2-1e504728e798"
"0027063MOR","41.78414","-86.716923","WGS84","Louise and Lee","based on collectors description","GeoLocate","157","3da7aae1-e83e-4db4-ab58-eb8308bd12ae"
"0027064MOR","42.090572","-88.718883","WGS84","Louise and Lee","based on collectors description major F.P.","GeoLocate","238","bb9c1b85-6f22-4dcd-b8f1-e30c3130f8b4"
"0027065MOR","41.81252","-88.047817","WGS84","Louise and Lee","based on collectors description","GeoLocate","204","126b7222-8381-44df-acf2-198d3940d14d"
"0027066MOR","41.819428","-88.070476","WGS84","Louise and Lee","based on collectors description","GeoLocate","99","118548b9-ebfe-4080-a772-c9efd4f0d96e"
"0027067MOR","41.815751","-88.051443","WGS84","Louise and Lee","based on collectors description","GeoLocate","181","ed9b07c2-7792-4781-9f63-7c07d75ec175"
"0027068MOR","41.817317","-88.065412","WGS84","Louise & Lee","based on collectors description","GeoLocate","191","b2efe71e-5f07-4afd-8bbe-854a7c3b7bf7"
"0027069MOR","41.823193","-88.049543","WGS84","Louise & Lee","based on collectors description","GeoLocate","302","e498eb97-fab0-4765-89b8-5eb94b88cc93"
"0027070MOR","41.817797","-88.077342","WGS84","Louise & Lee","based on collectors description","GeoLocate","217","7780d81b-6625-4253-ab50-add1b6569d69"
"0027071MOR","41.816806","-88.043997","WGS84","Louise and Lee","based on collectors description","GeoLocate","465","3139e7df-59bd-441e-831d-3628c38f753c"
"0027074MOR","41.813543","-88.050477","WGS84","Louise and Lee","based on collectors description","GeoLocate","91","3fc790af-9662-4063-9d9c-34d7e609c25d"
"0027075MOR","41.81511","-88.054683","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","2efede20-9f52-40b2-b3ec-78b710ff3b53"
"0027076MOR","39.017389","-88.120787","WGS84","Louise and Lee","based on collectors description","GeoLocate","202","46c657a4-7f48-42e3-86f5-37a86074d4b6"
"0027077MOR","41.305905","-88.577625","WGS84","Louise and Lee","based on collectors description","GeoLocate","199","49fc9070-09ed-48fc-bf9c-0595e45cf842"
"0027078MOR","41.000692","-87.550982","WGS84","Louise and Lee","based on collectors description","GeoLocate","213","37b9a008-cdd9-4f39-a803-36585f4f101c"
"0027079MOR","41.204463","-87.984228","WGS84","Andrew & Louise","Based mapping of state park at Rock Creek","GeoLocate","193","7a259d97-1e4c-4ad6-9e28-31bbf294b574"
"0027080MOR","41.203462","-87.98209","WGS84","Louise and Lee","based on collectors description","GeoLocate","201","57d626a7-745c-4c40-89a3-6b3648388868"
"0027081MOR","41.51889","-87.456821","WGS84","Louise","based on 1/4 sec desc.","GeoLocate","479","825eb507-251b-4480-bc5b-d7815bad0c2c"
"0027082MOR","41.63283","-88.528579","WGS84","Louise and Lee","based on collectors description","GeoLocate","116","32c93b2f-7914-432f-8c2a-c5ce55fc9bf8"
"0027083MOR","42.276302","-87.833097","WGS84","Louise and Lee","based on collectors description","GeoLocate","168","7b0aface-fe10-42e6-9870-cc529a60eda0"
"0027084MOR","41.322365","-88.271747","WGS84","Louise and Lee","based on collectors desc. & 1/4 sec","GeoLocate","201","7a0c0977-580b-4c6e-98ff-da32fadd55d7"
"0027085MOR","41.157789","-86.973246","WGS84","Louise and Lee","based on collectors description","GeoLocate","212","2d76345a-a4d4-4b8f-80ea-672999c227fe"
"0027086MOR","41.998581","-88.354322","WGS84","Louise and Lee","based on collectors description","GeoLocate","202","c92fc52a-d661-4e7a-804f-7078bfc5885f"
"0027087MOR","42.35484","-88.164557","WGS84","Louise and Lee","based on collectors description","GeoLocate","211","1a1d7a6c-8e32-4c70-87b1-ddb2ef87c7c1"
"0027088MOR","42.615637","-87.823806","WGS84","Louise and Lee","based on collectors description","GeoLocate","196","23f6962b-b605-45f2-9c5a-1f5e0655b6f7"
"0027089MOR","42.315483","-88.22549","WGS84","Louise and Lee","based on collectors description","GeoLocate","159","7aaa497a-bb80-4aea-acf5-0432b6907985"
"0027090MOR","41.575087","-87.955257","WGS84","Louise and Lee","based on collectors description","GeoLocate","210","e878901d-78cf-4415-8ca5-6434d06ef312"
"0027091MOR","41.74856","-86.739773","WGS84","Louise","based on collectors desc. & 1/4 sec","GeoLocate","140","869bb08a-c7c5-4525-af94-6e251b93eef7"
"0027092MOR","42.308316","-88.225134","WGS84","Louise and Lee","based on collectors desc. & 1/4 sec","GeoLocate","192","3ff09c43-fb86-4f13-9f6e-c814115e23ad"
"0027093MOR","40.957253","-87.5154","WGS84","Louise","based on collectors desc. & 1/4 sec","GeoLocate","206","cd73aa78-b64d-4b52-bd9c-2695b7e39262"
"0027094MOR","41.64536","-87.071039","WGS84","Louise and lee","based on collectors desc. & 1/4 sec corrected","GeoLocate","185","ef108e2b-6201-409d-9f66-3effb342dc5e"
"0027095MOR","41.686973","-86.951821","WGS84","Louis and Andrew","We're assuming ""Main Ave"" is an error, for ""Maine Ave.""; appears to be correct based on Google Maps search","GeoLocate","131","ba3f283e-33de-4389-b4e8-9c3530413dee"
"0027096MOR","41.42341","-86.479987","WGS84","Louise and Lee","based on collectors description","GeoLocate","219","999437aa-d258-4241-8c8c-754f884068ee"
"0027097MOR","41.651852","-86.367762","WGS84","Louise and Lee","based on collectors description","GeoLocate","200","a227fb0e-a66c-442b-80b4-16eaff7ea16c"
"0027098MOR","41.627033","-87.090296","WGS84","Louise and Lee","based on collectors description","GeoLocate","205","4782ce19-e5b3-4a17-a99d-db819fc9ed6b"
"0027099MOR","42.625066","-88.654572","WGS84","Louise and Lee","based on collectors description","GeoLocate","185","3a5d82ee-78f0-4022-a657-c1d0f58528b6"
"0027100MOR","42.830848","-88.475987","WGS84","Louise and Lee","based on collectors description","GeoLocate","208","bd38e221-4fe7-4aa9-80b9-5679c312761d"
"0027101MOR","41.577991","-87.954581","WGS84","Louise and Lee","based on collectors description","GeoLocate","161","1810ed95-6ac6-4827-8fd7-4da2d0d3eb74"
"0027102MOR","41.646159","-86.267507","WGS84","Louise & Lee","based on collectors description","GeoLocate","565","6eaa9dd6-4c4e-4a71-829a-7eee2e903fed"
"0027103MOR","41.785848","-86.718484","WGS84","Louise & Lee","based on collectors description","GeoLocate","295","b3a0776b-a350-4ce2-a65d-6dbc13dfbbe4"
"0027104MOR","41.74567","-86.756038","WGS84","Louise & Lee","based on collectors description","GeoLocate","640","25b4477e-08cb-489f-9505-341d06f7d868"
"0027105MOR","42.181974","-87.788457","WGS84","Louise & Lee","based on collectors description","GeoLocate","747","c00918ce-d1e6-4366-a881-632c7411472a"
"0027106MOR","42.181216","-87.783487","WGS84","Louise & Lee","based on collectors description","GeoLocate","208","f268247d-6f75-4a10-bcf2-656004f99def"
"0027107MOR","41.91532","-86.593356","WGS84","Louise & Lee","based on collectors description","GeoLocate","1986","9e1156d8-b1b2-4e75-891a-1c13362446d8"
"0027108MOR","42.180557","-87.782605","WGS84","Louise & Lee","based on collectors description","GeoLocate","198","5a13c603-5280-4b7b-858b-0b19406e8730"
"0027109MOR","41.64871","-86.370336","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","a4635673-128a-4aca-a603-9c5db0fcabcd"
"0027110MOR","41.653394","-87.049744","WGS84","Louise & Lee","based on collectors description","GeoLocate","211","ee2be4b5-d141-4f62-83c3-a0dca4ea7866"
"0027111MOR","41.661522","-87.001811","WGS84","Louise & Lee","based on collectors description","GeoLocate","502","c511bd76-7997-462b-9f4e-3d2b4ab900be"
"0027112MOR","41.629114","-86.954147","WGS84","Louise & Lee","based on collectors description","GeoLocate","251","773c727d-7651-4258-85ec-e74ad2434d7a"
"0027113MOR","41.626785","-87.087131","WGS84","Louise & Lee","based on collectors description","GeoLocate","214","cb12f6cb-594a-4b6f-9a0e-4bae87db61ec"
"0027114MOR","41.881501","-86.220504","WGS84","Louise & Lee","based on collectors description","GeoLocate","1011","9287c5c9-afd4-47b6-b4a2-61b62c47921c"
"0027115MOR","41.717411","-86.669018","WGS84","Louise & Lee","based on collectors description","GeoLocate","1968","a758f1db-80b1-414f-a28b-c80f89e6d3ef"
"0027116MOR","41.806639","-86.72337","WGS84","Louise & Lee","based on collectors description","GeoLocate","503","96e65f0a-75a0-4c6a-9c7c-c759bc6b9c5e"
"0027117MOR","42.00136","-86.544952","WGS84","Louise & Lee","based on collectors description","GeoLocate","790","66a6a825-14aa-46a6-94c2-e77f432efa39"
"0027118MOR","41.876461","-86.629202","WGS84","Louise & Lee","based on collectors description","GeoLocate","232","76ecbbf6-f051-419a-8408-24ccf9015e27"
"0027119MOR","41.785848","-86.718484","WGS84","Louise & Lee","based on collectors description","GeoLocate","295","f50e64dd-c420-49e8-b666-b11f8377f309"
"0027120MOR","41.656372","-87.047878","WGS84","Louise & Lee","based on collectors description","GeoLocate","231","202002fd-9722-4788-8a5b-2b96dc5e4ed1"
"0027121MOR","41.648385","-87.018262","WGS84","Louise and Lee","based on collectors description","GeoLocate","167","15f1a341-2d02-4c3e-a998-435bc3c0c8a6"
"0027122MOR","41.612779","-86.338059","WGS84","Louise and Lee","based on collectors description","GeoLocate","207","506ce44f-40b5-450d-b7ac-4b6ea406521a"
"0027123MOR","41.538352","-87.926298","WGS84","Louise and Lee","based on collectors description","GeoLocate","201","30a1df45-462a-499a-90b5-e745bce55c39"
"0027124MOR","41.785607","-88.149177","WGS84","Louise and Lee","based on collectors description","GeoLocate","808","21e55827-c171-445a-9dbd-3787898ff4d5"
"0027125MOR","41.39559","-88.332195","WGS84","Louise and Lee","based on collectors description","GeoLocate","188","fae42b4e-cbe7-44d2-a8fc-1d2016ac06a5"
"0027126MOR","41.618511","-87.09315","WGS84","Louise and Lee","Based on collectors street description not able to verify quarter section no map available","GeoLocate","174","d9fd1e22-cd6a-42ce-a671-22db2fe2214d"
"0027127MOR","41.814103","-87.906109","WGS84","Louise and Lee","based on collectors description","GeoLocate","498","0e492a2d-fa25-4d49-a432-c32c328e299b"
"0027128MOR","41.706653","-87.965711","WGS84","Louise & Lee","based on collectors description","GeoLocate","797","ec82a1f0-ef3e-4cc0-a86b-795fdc4ca66a"
"0027129MOR","41.395542","-88.332023","WGS84","Louise and Lee","based on collectors description","GeoLocate","190","280d56c2-0dce-400e-a588-680e1fb0571a"
"0027130MOR","40.946901","-87.159118","WGS84","Louise and Lee","based on collectors description","GeoLocate","194","52bd0a85-b95c-4259-9351-b475ac21e3e7"
"0027131MOR","41.420634","-87.206218","WGS84","Louise and Lee","based on collectors description","GeoLocate","197","03823225-0c42-430e-9d1e-f5acbc9134e5"
"0027132MOR","41.458493","-86.780419","WGS84","Louise and Lee","based on collectors description","GeoLocate","189","1b560fb6-1abd-4db1-b880-b978b5d016e6"
"0027133MOR","40.821543","-87.455737","WGS84","Louise and Lee","based on collectors description","GeoLocate","152","c081da33-0358-4c02-ac1e-bf83f2508dea"
"0027134MOR","41.609831","-86.259448","WGS84","Louise and Lee","based on collectors description","GeoLocate","193","2cc9ecdd-39c7-4f56-9313-a82259d72a6c"
"0027135MOR","42.35061","-88.18595","WGS84","Louise and Lee","based on collectors description","GeoLocate","197","0e1ec7a5-9858-4dd6-95ab-ee04263a6474"
"0027136MOR","42.275817","-87.833148","WGS84","Louise and Lee","based on collectors description","GeoLocate","112","322f1022-909b-43b8-b667-969b6271e211"
"0027137MOR","41.688548","-86.84642","WGS84","Louise and Lee","based on 1/4 sec & collectors desc.","GeoLocate","182","3de3d172-fc4c-4007-a523-39bc159f6d9a"
"0027138MOR","41.677775","-88.361061","WGS84","Louise and Lee","based on collectors description","GeoLocate","104","94e7bc52-b903-4f6e-8176-b0c102ff1c62"
"0027139MOR","41.78315","-88.440503","WGS84","Louise and Lee","based on collectors description major F.P.","GeoLocate","219","e3578cdb-8b56-4692-b323-537fd064a812"
"0027140MOR","41.816806","-88.043997","WGS84","Louise & Lee","based on collectors description","GeoLocate","695","87f1e1b0-3b58-485d-aae2-ca3cb4902b14"
"0027141MOR","41.395439","-87.617554","WGS84","Louise and Lee","based on collectors description","GeoLocate","190","616c2bb8-6219-4560-900c-a5b4f5f00810"
"0027142MOR","41.637657","-88.65297","WGS84","Louise and Lee","based on collectors description","GeoLocate","216","f9b1ace6-5924-4097-ae92-2593fe41310d"
"0027143MOR","41.814375","-88.075883","WGS84","Louise and Lee","based on collectors description","GeoLocate","168","e80d677e-3564-4958-b0cc-8cee3db94358"
"0027144MOR","41.207596","-87.981784","WGS84","Louise and Lee","based on collectors desc. & 1/4 sec","GeoLocate","192","6f690642-7c5a-4fa1-bbfc-cd82d71fe39f"
"0027168MOR","41.779203","-88.168063","WGS84","Louise & Lee","based on collectors description","GeoLocate","204","d910004a-85e3-4430-a5e6-ca4e9f7ee03b"
"0027169MOR","41.816166","-88.049061","WGS84","Louise & Lee","based on collectors description","GeoLocate","214","2b15dcec-3d9d-4726-a9ad-63934c02c887"
"0027170MOR","41.813794","-88.048943","WGS84","Louise & Lee","based on collectors description","GeoLocate","201","2ab5ef01-5439-4288-bde0-5118f0a2acae"
"0027171MOR","41.819263","-88.050595","WGS84","Louise & Lee","based on collectors description","GeoLocate","204","f85be6db-c797-4634-a25b-86180500e20b"
"0027173MOR","41.823394","-88.049662","WGS84","Louise & Lee","based on collectors description","GeoLocate","212","3501cb87-9361-4852-b2fb-2e9c440f7ddb"
"0027174MOR","41.819599","-88.045896","WGS84","Louise & Lee","based on collectors description","GeoLocate","212","8a9ea214-eaa1-47d0-b8d3-28915bd6a6b6"
"0027177MOR","41.073065","-87.252312","WGS84","Louise and Lee","based on collectors description","GeoLocate","176","a23a19b5-098f-4bd2-aad8-e7c972b1e108"
"0027178MOR","41.862384","-88.427323","WGS84","Louise and Lee","based on collectors description","GeoLocate","206","5508e92a-57a0-4dd5-8d2e-24627e25fe23"
