"","decimallatitude","decimallongitude","geodeticdatum","georeferencedby","georeferenceremarks","georeferencesources","coordinateuncertaintyinmeters","country","county","cultivationstatus","dateidentified","eventdate","georeferenceprotocol","habitat","identificationremarks","identifiedby","locality","localitysecurity","localitysecurityreason","municipality","occurrenceremarks","processingstatus","sciname","startdayofyear","stateprovince","stateProvince","verbatimattributes","verbatimcoordinates","verbatimeventdate","year"
"0027597MOR","41.818213","-88.045327","WGS84","Louise & Lee","based on collectors description","GeoLocate","396","","","","","","","","","","","","","","","","","","","","","","",""
"0027598MOR","41.81794","-88.073607999999993","WGS84","Louise & Lee","based on collectors description","GeoLocate","152","","","","","","","","","","","","","","","","","","","","","","",""
"0027611MOR","41.814805999999997","-88.059038000000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","202","","","","","","","","","","","","","","","","","","","","","","",""
"0027612MOR","41.755443","-88.135639999999995","WGS84","Louise & Lee","based on collectors description","GeoLocate","214","","","","","","","","","","","","","","","","","","","","","","",""
"0027613MOR","41.816896","-88.073875999999998","WGS84","Louise & Lee","based on collectors description","GeoLocate","149","","","","","","","","","","","","","","","","","","","","","","",""
"0027643MOR","41.781294000000003","-87.920806999999996","WGS84","Louise & Lee","based on collectors description","GeoLocate","96","","","","","","","","","","","","","","","","","","","","","","",""
"0027648MOR","41.813515000000002","-88.071077000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","94","","","","","","","","","","","","","","","","","","","","","","",""
"0027694MOR","41.877529000000003","-88.067012000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","1700","","","","","","","","","","","","","","","","","","","","","","",""
"0027695MOR","41.222208999999999","-87.277861000000001","WGS84","Louise and Lee","based on collectors description","GeoLocate","201","","","","","","","","","","","","","","","","","","","","","","",""
"0027696MOR","41.734442000000001","-87.678307000000004","WGS84","Louise and Lee","based on collectors description","GeoLocate","200","","","","","","","","","","","","","","","","","","","","","","",""
"0027697MOR","37.518988","-88.756609999999995","WGS84","louise & lee","based on collectors description","GeoLocate","212","","","","","","","","","","","","","","","","","","","","","","",""
"0027698MOR","41.628616999999998","-87.789079999999998","WGS84","Louise and Lee","based on collectors description","GeoLocate","175","","","","","","","","","","","","","","","","","","","","","","",""
"0027699MOR","41.619233999999999","-87.791976000000005","WGS84","Louise and Lee","based on collectors description","GeoLocate","157","","","","","","","","","","","","","","","","","","","","","","",""
"0027700MOR","41.621993000000003","-87.789143999999993","WGS84","Louise and Lee","based on collectors description","GeoLocate","173","","","","","","","","","","","","","","","","","","","","","","",""
"0027701MOR","41.555895999999997","-87.594669999999994","WGS84","Louise and Lee","based on collectors description","GeoLocate","148","","","","","","","","","","","","","","","","","","","","","","",""
"0027702MOR","41.617387999999998","-87.546566999999996","WGS84","Louise and Lee","based on collectors description","GeoLocate","155","","","","","","","","","","","","","","","","","","","","","","",""
"0027711MOR","41.844011000000002","-88.470708999999999","WGS84","Kate Lueders","Based on collector description","GeoLocate","397","","","","","","","","","","","","","","","","","","","","","","",""
"0027721MOR","41.300660999999998","-88.578112000000004","WGS84","Louise and Lee","based on collectors description","GeoLocate","168","","","","","","","","","","","","","","","","","","","","","","",""
"0027722MOR","41.604697000000002","-87.555374999999998","WGS84","Louise & Lee","based on Collectors descripton","GeoLocate","323","","","","","","","","","","","","","","","","","","","","","","",""
"0027723MOR","41.603400000000001","-87.556790000000007","WGS84","Louise and Lee","based on collectors description","GeoLocate","200","","","","","","","","","","","","","","","","","","","","","","",""
"0027726MOR","42.835800999999996","-87.904404","WGS84","Louise & Lee","based on collectors description","GeoLocate","1259","","","","","","","","","","","","","","","","","","","","","","",""
"0027727MOR","41.702613999999997","-87.990910999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","602","","","","","","","","","","","","","","","","","","","","","","",""
"0027728MOR","41.303241","-88.574506999999997","WGS84","Louise and Lee","based on collectors description","GeoLocate","185","","","","","","","","","","","","","","","","","","","","","","",""
"0027755MOR","41.204430000000002","-87.983238","WGS84","Louise and Lee","based on collectors description","GeoLocate","142","","","","","","","","","","","","","","","","","","","","","","",""
"0027756MOR","42.014729000000003","-88.264949999999999","WGS84","Louise and Lee","based on collectors description","GeoLocate","70","","","","","","","","","","","","","","","","","","","","","","",""
"0027764MOR","41.816493000000001","-88.038037000000003","WGS84","Louise & Lee","based on collectors description","GeoLocate","147","","","","","","","","","","","","","","","","","","","","","","",""
"0027774MOR","41.780034000000001","-88.122831000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","294","","","","","","","","","","","","","","","","","","","","","","",""
"0027775MOR","41.815699000000002","-88.065912999999995","WGS84","Louise & Lee","based on collectors description","GeoLocate","205","","","","","","","","","","","","","","","","","","","","","","",""
"0027822MOR","41.814897999999999","-88.050680999999997","WGS84","Louise & Lee","based on collectors description","GeoLocate","207","","","","","","","","","","","","","","","","","","","","","","",""
"0027823MOR","41.812967","-88.091418000000004","WGS84","Louise & Lee","based on collectors description","GeoLocate","208","","","","","","","","","","","","","","","","","","","","","","",""
"0027828MOR","41.813031000000002","-88.091419000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","208","","","","","","","","","","","","","","","","","","","","","","",""
"0027866MOR","41.799244999999999","-88.049430000000001","WGS84","Louise & Lee","based on collectors description","GeoLocate","206","","","","","","","","","","","","","","","","","","","","","","",""
"0027906MOR","41.921633","-87.989761999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","200","","","","","","","","","","","","","","","","","","","","","","",""
"0027935MOR","41.891081999999997","-88.228744000000006","WGS84","Louise & Lee","based on collectors description","GeoLocate","205","","","","","","","","","","","","","","","","","","","","","","",""
"0027945MOR","41.728889000000002","-88.192012000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","498","","","","","","","","","","","","","","","","","","","","","","",""
"0027951MOR","41.810839999999999","-88.038471999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","102","","","","","","","","","","","","","","","","","","","","","","",""
"0028013MOR","41.810437","-88.207233000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","197","","","","","","","","","","","","","","","","","","","","","","",""
"0028037MOR","41.811678999999998","-88.037946000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","150","","","","","","","","","","","","","","","","","","","","","","",""
"0028048MOR","41.890819","-88.231031000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","149","","","","","","","","","","","","","","","","","","","","","","",""
"0028098MOR","41.816623999999997","-88.172758000000002","WGS84","Louise & Lee","based on Collectors description","GeoLocate","1002","","","","","","","","","","","","","","","","","","","","","","",""
"0028124MOR","41.818956","-88.063083000000006","WGS84","Louise & Lee","based on Collectors description","GeoLocate","202","","","","","","","","","","","","","","","","","","","","","","",""
"0028126MOR","41.951923000000001","-88.005673999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","196","","","","","","","","","","","","","","","","","","","","","","",""
"0028127MOR","41.818418000000001","-88.072937999999994","WGS84","Louise & Lee","based on Collectors description","GeoLocate","196","","","","","","","","","","","","","","","","","","","","","","",""
"0028146MOR","41.817929999999997","-88.074021999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","198","","","","","","","","","","","","","","","","","","","","","","",""
"0028149MOR","41.814886999999999","-88.080346000000006","WGS84","Louise & Lee","based on Collectors description","GeoLocate","108","","","","","","","","","","","","","","","","","","","","","","",""
"0028200MOR","41.818085000000004","-88.059231999999994","WGS84","Louise & Lee","based on Collectors description","GeoLocate","2013","","","","","","","","","","","","","","","","","","","","","","",""
"0028210MOR","41.844780999999998","-88.192817000000005","WGS84","Louise & Lee","based on collectors description","GeoLocate","213","","","","","","","","","","","","","","","","","","","","","","",""
"0028241MOR","41.714257000000003","-87.927413999999999","WGS84","Louise & Lee","based on collectors description","GeoLocate","197","","","","","","","","","","","","","","","","","","","","","","",""
"0028248MOR","41.667104000000002","-87.007181000000003","","","","","400","","","","","","","","","","","","","","","","","","","","","","",""
"0028257MOR","41.815461999999997","-88.060713000000007","WGS84","Louise & Lee","based on collectors description","GeoLocate","93","","","","","","","","","","","","","","","","","","","","","","",""
"0028265MOR","41.816630000000004","-88.053803000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","155","","","","","","","","","","","","","","","","","","","","","","",""
"0028270MOR","41.712648999999999","-87.969239000000002","WGS84","Louise & Lee","based on collectors description","GeoLocate","135","","","","","","","","","","","","","","","","","","","","","","",""
"0028302MOR","41.729534999999998","-88.071737999999996","WGS84","Louise & Lee","based on Collectors description","GeoLocate","196","","","","","","","","","","","","","","","","","","","","","","",""
